1171	C	23203				
1171	D	24374				
1174	D	25548				
1174	E	26722				
1175	D	27897				
1178	D	29075				
1178	C	30253				
1178	A	31431				
1179	D	32610				
1179	E	33789				
1179	C	34968				
1181	E	36149				
1181	A	37330				
1181	A	38511				
1182	E	39693				
1185	C	40878				
1187	C	42065				
1188	D	43253				
1192	B	44445				
1193	E	45638				
1194	C	46832				
1194	D	48026				
1194	E	49220				
1194	D	50414				
1195	A	51609				
1197	A	52806				
1198	B	54004				
1199	A	55203				
1200	E	56403				
1202	B	57605				
1202	D	58807				
1202	B	60009				
1202	D	61211				
1204	C	62415				
1206	D	63621				
1206	D	64827				
1206	B	66033				
1208	D	67241				
1208	E	68449				
1208	A	69657				
1210	C	70867				
1212	E	72079				
1212	D	73291				
1212	A	74503				
1213	B	75716				
1214	E	76930				
1214	D	78144				
1216	C	79360				
1216	A	80576				
1216	B	81792				
1217	D	83009				
1218	C	84227				
1219	A	85446				
1222	D	86668				
1224	E	87892				
1224	C	89116				
1224	C	90340				
1225	E	91565				
1225	C	92790				
1225	A	94015				
1226	E	95241				
1227	E	96468				
1229	C	97697				
1230	B	98927				
1230	D	100157				
1233	A	101390				
1234	A	102624				
1236	C	103860				
1236	E	105096				
1237	D	106333				
1241	B	107574				
1241	D	108815				
1242	A	110057				
1242	E	111299				
1242	D	112541				
1243	E	113784				
1243	E	115027				
1244	C	116271				
1245	C	117516				
1245	E	118761				
1247	B	120008				
1247	C	121255				
1247	A	122502				
1247	B	123749				
1247	B	124996				
1248	D	126244				
1249	D	127493				
1250	C	128743				
1251	E	129994				
1251	E	131245				
1252	E	132497				
1252	A	133749				
1252	D	135001				
1252	B	136253				
1252	E	137505				
1254	B	138759				
1254	A	140013				
1255	B	141268				
1255	C	142523				
1256	B	143779				
1257	C	145036				
1257	D	146293				
1258	B	147551				
1258	D	148809				
1258	E	150067				
1258	D	151325				
1260	E	152585				
1267	E	153852				
1269	A	155121				
1272	C	156393				
1273	D	157666				
1274	E	158940				
1274	C	160214				
1275	E	161489				
1276	A	162765				
1276	C	164041				
1276	B	165317				
1276	A	166593				
1276	D	167869				
1278	D	169147				
1278	C	170425				
1280	B	171705				
1281	A	172986				
1281	D	174267				
1281	C	175548				
1282	D	176830				
1283	A	178113				
1285	B	179398				
1285	E	180683				
1285	D	181968				
1286	B	183254				
1286	A	184540				
1286	A	185826				
1288	A	187114				
1293	B	188407				
1293	D	189700				
1293	E	190993				
1293	E	192286				
1295	A	193581				
1295	E	194876				
1297	B	196173				
1300	B	197473				
1302	D	198775				
1302	D	200077				
1303	A	201380				
1303	A	202683				
1303	D	203986				
1304	A	205290				
1305	C	206595				
1307	B	207902				
1308	B	209210				
1308	E	210518				
1309	E	211827				
1309	C	213136				
1311	B	214447				
1311	D	215758				
1313	A	217071				
1314	C	218385				
1315	C	219700				
1316	D	221016				
1316	C	222332				
1317	C	223649				
1317	C	224966				
1318	C	226284				
1320	D	227604				
1321	A	228925				
1323	A	230248				
1325	A	231573				
1327	B	232900				
1327	A	234227				
1327	B	235554				
1330	D	236884				
1331	B	238215				
1331	C	239546				
1332	D	240878				
1333	B	242211				
1334	E	243545				
1336	B	244881				
1342	A	246223				
1343	E	247566				
1344	C	248910				
1344	B	250254				
1345	C	251599				
1346	C	252945				
1347	B	254292				
1349	E	255641				
1352	C	256993				
1352	D	258345				
1357	A	259702				
1359	D	261061				
1359	B	262420				
1362	B	263782				
1362	B	265144				
1362	D	266506				
1363	D	267869				
1363	C	269232				
1364	D	270596				
1364	B	271960				
1365	E	273325				
1367	A	274692				
1368	A	276060				
1368	A	277428				
1369	B	278797				
1371	C	280168				
1372	D	281540				
1374	E	282914				
1374	E	284288				
1375	D	285663				
1376	D	287039				
1376	B	288415				
1377	A	289792				
1377	D	291169				
1378	B	292547				
1379	C	293926				
1380	B	295306				
1381	E	296687				
1381	A	298068				
1381	B	299449				
1382	A	300831				
1382	A	302213				
1382	B	303595				
1383	A	304978				
1384	B	306362				
1385	E	307747				
1385	D	309132				
1386	E	310518				
1386	E	311904				
1387	A	313291				
1388	E	314679				
1388	B	316067				
1388	A	317455				
1388	C	318843				
1389	B	320232				
1390	E	321622				
1392	E	323014				
1393	B	324407				
1394	E	325801				
1394	B	327195				
1394	D	328589				
1394	B	329983				
1398	B	331381				
1398	A	332779				
1399	A	334178				
1401	D	335579				
1401	B	336980				
1401	C	338381				
1403	A	339784				
1403	C	341187				
1405	D	342592				
1408	B	344000				
1410	B	345410				
1410	C	346820				
1410	E	348230				
1416	A	349646				
1417	A	351063				
1420	B	352483				
1420	D	353903				
1420	A	355323				
1421	B	356744				
1422	B	358166				
1423	D	359589				
1423	A	361012				
1424	D	362436				
1425	E	363861				
1425	D	365286				
1425	B	366711				
1427	A	368138				
1427	B	369565				
1427	B	370992				
1428	A	372420				
1429	B	373849				
1431	B	375280				
1432	C	376712				
1432	E	378144				
1433	C	379577				
1433	B	381010				
1433	D	382443				
1434	B	383877				
1435	B	385312				
1436	C	386748				
1436	E	388184				
1437	C	389621				
1439	C	391060				
1440	B	392500				
1441	D	393941				
1441	D	395382				
1443	E	396825				
1444	C	398269				
1444	C	399713				
1444	A	401157				
1446	A	402603				
1446	D	404049				
1447	A	405496				
1447	C	406943				
1448	B	408391				
1448	E	409839				
1448	C	411287				
1449	D	412736				
1450	A	414186				
1450	B	415636				
1451	B	417087				
1452	D	418539				
1454	D	419993				
1454	A	421447				
1454	E	422901				
1456	B	424357				
1456	C	425813				
1457	A	427270				
1458	D	428728				
1458	E	430186				
1459	D	431645				
1460	A	433105				
1460	B	434565				
1461	D	436026				
1461	C	437487				
1461	C	438948				
1462	B	440410				
1462	C	441872				
1463	E	443335				
1464	D	444799				
1466	B	446265				
1467	B	447732				
1468	A	449200				
1468	E	450668				
1469	D	452137				
1470	C	453607				
1471	D	455078				
1471	E	456549				
1472	C	458021				
1474	C	459495				
1474	A	460969				
1475	A	462444				
1475	E	463919				
1476	A	465395				
1477	B	466872				
1477	B	468349				
1477	C	469826				
1478	C	471304				
1479	B	472783				
1480	C	474263				
1481	D	475744				
1482	E	477226				
1483	B	478709				
1484	A	480193				
1484	D	481677				
1484	D	483161				
1485	D	484646				
1486	B	486132				
1486	D	487618				
1487	A	489105				
1491	C	490596				
1492	E	492088				
1492	E	493580				
1493	B	495073				
1493	E	496566				
1495	A	498061				
1495	D	499556				
1495	E	501051				
1498	B	502549				
1498	A	504047				
1500	B	505547				
1500	E	507047				
1500	C	508547				
1501	B	510048				
1502	C	511550				
1502	E	513052				
1503	C	514555				
1503	A	516058				
1503	E	517561				
1504	B	519065				
1504	A	520569				
1505	A	522074				
1506	E	523580				
1506	E	525086				
1506	A	526592				
1508	C	528100				
1508	A	529608				
1508	C	531116				
1510	B	532626				
1513	E	534139				
1513	E	535652				
1516	B	537168				
1516	E	538684				
1517	C	540201				
1518	E	541719				
1518	C	543237				
1519	D	544756				
1520	B	546276				
1521	C	547797				
1521	B	549318				
1522	C	550840				
1525	B	552365				
1526	E	553891				
1527	C	555418				
1528	C	556946				
1528	B	558474				
1530	E	560004				
1531	B	561535				
1532	B	563067				
1533	A	564600				
1534	D	566134				
1534	D	567668				
1535	D	569203				
1536	A	570739				
1536	B	572275				
1542	E	573817				
1543	E	575360				
1543	D	576903				
1543	C	578446				
1543	C	579989				
1544	E	581533				
1545	E	583078				
1545	B	584623				
1547	E	586170				
1548	D	587718				
1549	C	589267				
1549	A	590816				
1550	E	592366				
1551	C	593917				
1554	A	595471				
1557	B	597028				
1558	C	598586				
1559	E	600145				
1560	E	601705				
1562	A	603267				
1563	A	604830				
1564	B	606394				
1564	A	607958				
1564	C	609522				
1564	D	611086				
1565	B	612651				
1566	E	614217				
1568	D	615785				
1568	A	617353				
1568	D	618921				
1570	A	620491				
1571	D	622062				
1571	C	623633				
1571	C	625204				
1572	E	626776				
1573	B	628349				
1576	D	629925				
1576	E	631501				
1577	D	633078				
1578	D	634656				
1578	E	636234				
1578	D	637812				
1579	C	639391				
1582	D	640973				
1583	D	642556				
1585	A	644141				
1587	B	645728				
1590	A	647318				
1591	E	648909				
1591	D	650500				
1594	D	652094				
1595	A	653689				
1595	C	655284				
1598	A	656882				
1600	D	658482				
1600	B	660082				
1600	D	661682				
1600	B	663282				
1600	D	664882				
1600	C	666482				
1601	D	668083				
1602	D	669685				
1602	E	671287				
1602	A	672889				
1603	C	674492				
1603	C	676095				
1604	D	677699				
1604	C	679303				
1605	B	680908				
1606	D	682514				
1607	A	684121				
1607	E	685728				
1609	E	687337				
1609	E	688946				
1609	B	690555				
1609	C	692164				
1610	B	693774				
1612	C	695386				
1613	D	696999				
1613	D	698612				
1614	D	700226				
1614	D	701840				
1614	D	703454				
1615	D	705069				
1616	E	706685				
1616	B	708301				
1617	B	709918				
1619	B	711537				
1619	B	713156				
1620	D	714776				
1620	D	716396				
1620	B	718016				
1620	E	719636				
1621	A	721257				
1621	A	722878				
1625	D	724503				
1627	A	726130				
1627	B	727757				
1629	D	729386				
1629	E	731015				
1630	C	732645				
1633	E	734278				
1634	A	735912				
1634	A	737546				
1635	E	739181				
1636	A	740817				
1636	D	742453				
1637	B	744090				
1638	C	745728				
1638	E	747366				
1638	E	749004				
1641	E	750645				
1641	E	752286				
1641	D	753927				
1642	A	755569				
1642	D	757211				
1642	E	758853				
1642	A	760495				
1645	E	762140				
1645	C	763785				
1646	A	765431				
1647	E	767078				
1647	A	768725				
1648	C	770373				
1648	B	772021				
1651	B	773672				
1651	A	775323				
1652	D	776975				
1653	D	778628				
1659	D	780287				
1661	A	781948				
1661	D	783609				
1661	B	785270				
1663	B	786933				
1664	E	788597				
1664	B	790261				
1665	A	791926				
1667	A	793593				
1668	A	795261				
1668	A	796929				
1668	C	798597				
1668	D	800265				
1669	A	801934				
1669	C	803603				
1670	D	805273				
1671	A	806944				
1672	E	808616				
1673	A	810289				
1675	D	811964				
1676	D	813640				
1676	B	815316				
1677	B	816993				
1677	B	818670				
1678	E	820348				
1678	A	822026				
1679	E	823705				
1680	A	825385				
1680	C	827065				
1681	A	828746				
1682	D	830428				
1683	D	832111				
1683	A	833794				
1686	D	835480				
1686	C	837166				
1686	D	838852				
1686	D	840538				
1687	B	842225				
1691	C	843916				
1691	B	845607				
1694	D	847301				
1694	A	848995				
1696	B	850691				
1696	D	852387				
1697	C	854084				
1699	E	855783				
1700	A	857483				
1700	E	859183				
1701	E	860884				
1704	B	862588				
1704	B	864292				
1705	B	865997				
1705	C	867702				
1706	B	869408				
1709	B	871117				
1710	C	872827				
1712	A	874539				
1712	E	876251				
1712	A	877963				
1716	E	879679				
1717	C	881396				
1717	E	883113				
1725	E	884838				
1725	C	886563				
1727	D	888290				
1727	D	890017				
1727	C	891744				
1727	B	893471				
1728	B	895199				
1729	D	896928				
1729	A	898657				
1729	A	900386				
1729	E	902115				
1730	B	903845				
1730	C	905575				
1732	A	907307				
1732	E	909039				
1733	C	910772				
1733	A	912505				
1734	E	914239				
1734	B	915973				
1735	C	917708				
1735	A	919443				
1735	E	921178				
1735	B	922913				
1736	E	924649				
1737	E	926386				
1741	D	928127				
1745	B	929872				
1746	B	931618				
1748	C	933366				
1750	C	935116				
1752	C	936868				
1752	D	938620				
1754	D	940374				
1755	B	942129				
1756	A	943885				
1756	D	945641				
1757	E	947398				
1757	E	949155				
1758	C	950913				
1759	D	952672				
1760	D	954432				
1760	D	956192				
1760	A	957952				
1762	A	959714				
1763	D	961477				
1763	E	963240				
1764	A	965004				
1765	D	966769				
1765	B	968534				
1767	C	970301				
1767	C	972068				
1769	E	973837				
1769	D	975606				
1771	B	977377				
1773	E	979150				
1773	E	980923				
1774	A	982697				
1775	A	984472				
1776	E	986248				
1777	E	988025				
1777	E	989802				
1778	C	991580				
1779	D	993359				
1779	B	995138				
1780	C	996918				
1780	D	998698				
1780	C	1000478				
1782	B	1002260				
1782	B	1004042				
1783	C	1005825				
1784	C	1007609				
1784	D	1009393				
1785	A	1011178				
1785	E	1012963				
1786	B	1014749				
1788	E	1016537				
1790	E	1018327				
1790	B	1020117				
1791	E	1021908				
1794	A	1023702				
1795	B	1025497				
1798	D	1027295				
1800	B	1029095				
1801	B	1030896				
1802	C	1032698				
1803	E	1034501				
1803	B	1036304				
1805	D	1038109				
1807	B	1039916				
1808	D	1041724				
1808	D	1043532				
1809	D	1045341				
1810	B	1047151				
1811	A	1048962				
1811	C	1050773				
1813	D	1052586				
1814	A	1054400				
1816	D	1056216				
1818	A	1058034				
1819	D	1059853				
1819	C	1061672				
1819	E	1063491				
1820	C	1065311				
1820	B	1067131				
1821	D	1068952				
1821	A	1070773				
1821	C	1072594				
1821	E	1074415				
1821	A	1076236				
1822	B	1078058				
1822	A	1079880				
1822	B	1081702				
1823	D	1083525				
1823	E	1085348				
1826	E	1087174				
1828	C	1089002				
1832	B	1090834				
1834	E	1092668				
1835	C	1094503				
1836	B	1096339				
1836	B	1098175				
1837	E	1100012				
1837	C	1101849				
1838	B	1103687				
1838	A	1105525				
1838	C	1107363				
1839	E	1109202				
1839	A	1111041				
1841	B	1112882				
1841	B	1114723				
1841	D	1116564				
1843	C	1118407				
1843	E	1120250				
1846	D	1122096				
1846	D	1123942				
1847	C	1125789				
1847	B	1127636				
1847	B	1129483				
1848	C	1131331				
1850	B	1133181				
1851	B	1135032				
1852	A	1136884				
1852	E	1138736				
1852	E	1140588				
1853	A	1142441				
1854	C	1144295				
1856	E	1146151				
1858	C	1148009				
1858	E	1149867				
1860	C	1151727				
1863	E	1153590				
1864	A	1155454				
1865	D	1157319				
1866	E	1159185				
1866	C	1161051				
1867	B	1162918				
1867	E	1164785				
1868	A	1166653				
1868	E	1168521				
1869	E	1170390				
1870	D	1172260				
1871	C	1174131				
1871	B	1176002				
1872	A	1177874				
1873	B	1179747				
1873	C	1181620				
1873	D	1183493				
1874	A	1185367				
1874	B	1187241				
1877	B	1189118				
1879	B	1190997				
1880	D	1192877				
1880	D	1194757				
1881	E	1196638				
1881	E	1198519				
1881	C	1200400				
1882	D	1202282				
1882	B	1204164				
1885	B	1206049				
1887	C	1207936				
1887	B	1209823				
1888	D	1211711				
1889	A	1213600				
1890	A	1215490				
1891	E	1217381				
1891	C	1219272				
1892	D	1221164				
1893	D	1223057				
1894	E	1224951				
1897	A	1226848				
1901	C	1228749				
1902	E	1230651				
1903	B	1232554				
1903	B	1234457				
1905	B	1236362				
1907	D	1238269				
1908	C	1240177				
1908	C	1242085				
1909	B	1243994				
1910	D	1245904				
1911	D	1247815				
1912	B	1249727				
1912	C	1251639				
1913	C	1253552				
1913	B	1255465				
1913	B	1257378				
1914	C	1259292				
1915	A	1261207				
1915	E	1263122				
1915	B	1265037				
1915	C	1266952				
1919	E	1268871				
1919	A	1270790				
1920	E	1272710				
1921	C	1274631				
1921	C	1276552				
1922	D	1278474				
1923	B	1280397				
1926	A	1282323				
1926	C	1284249				
1927	E	1286176				
1927	C	1288103				
1927	E	1290030				
1927	E	1291957				
1928	E	1293885				
1928	E	1295813				
1929	C	1297742				
1930	A	1299672				
1933	E	1301605				
1933	B	1303538				
1934	D	1305472				
1935	D	1307407				
1935	E	1309342				
1935	D	1311277				
1936	E	1313213				
1936	C	1315149				
1939	E	1317088				
1940	C	1319028				
1941	C	1320969				
1943	B	1322912				
1946	C	1324858				
1946	D	1326804				
1947	B	1328751				
1947	C	1330698				
1948	E	1332646				
1949	D	1334595				
1949	E	1336544				
1951	A	1338495				
1951	A	1340446				
1951	A	1342397				
1953	B	1344350				
1953	B	1346303				
1954	D	1348257				
1955	B	1350212				
1956	C	1352168				
1956	D	1354124				
1956	E	1356080				
1956	A	1358036				
1957	C	1359993				
1958	E	1361951				
1960	A	1363911				
1960	A	1365871				
1961	D	1367832				
1961	C	1369793				
1962	B	1371755				
1963	A	1373718				
1965	B	1375683				
1965	C	1377648				
1969	A	1379617				
1969	C	1381586				
1972	B	1383558				
1973	C	1385531				
1974	B	1387505				
1975	A	1389480				
1976	A	1391456				
1977	D	1393433				
1977	D	1395410				
1977	E	1397387				
1977	B	1399364				
1979	A	1401343				
1979	A	1403322				
1981	C	1405303				
1981	E	1407284				
1982	D	1409266				
1982	E	1411248				
1985	D	1413233				
1985	E	1415218				
1986	E	1417204				
1986	C	1419190				
1987	C	1421177				
1989	C	1423166				
1990	B	1425156				
1993	E	1427149				
1993	C	1429142				
1993	D	1431135				
1995	E	1433130				
1996	B	1435126				
1996	E	1437122				
1997	C	1439119				
1997	A	1441116				
1998	A	1443114				
1998	C	1445112				
1999	C	1447111				
1999	E	1449110				
1999	D	1451109				
2001	B	1453110				
2001	B	1455111				
2002	B	1457113				
2003	C	1459116				
2004	E	1461120				
2005	B	1463125				
2006	E	1465131				
2007	D	1467138				
2007	D	1469145				
2007	E	1471152				
2008	B	1473160				
2008	E	1475168				
2008	B	1477176				
2009	D	1479185				
2009	D	1481194				
2011	C	1483205				
2012	D	1485217				
2012	D	1487229				
2012	B	1489241				
2013	A	1491254				
2014	B	1493268				
2015	E	1495283				
2019	A	1497302				
2019	D	1499321				
2020	C	1501341				
2021	B	1503362				
2022	A	1505384				
2024	D	1507408				
2024	A	1509432				
2025	C	1511457				
2025	B	1513482				
2025	D	1515507				
2026	E	1517533				
2026	D	1519559				
2027	A	1521586				
2028	C	1523614				
2028	B	1525642				
2028	A	1527670				
2030	E	1529700				
2032	C	1531732				
2032	E	1533764				
2034	B	1535798				
2034	C	1537832				
2034	B	1539866				
2034	E	1541900				
2035	A	1543935				
2035	C	1545970				
2035	B	1548005				
2036	A	1550041				
2036	E	1552077				
2041	D	1554118				
2042	D	1556160				
2043	E	1558203				
2043	A	1560246				
2044	C	1562290				
2044	A	1564334				
2045	A	1566379				
2046	A	1568425				
2047	A	1570472				
2048	C	1572520				
2048	B	1574568				
2048	E	1576616				
2049	A	1578665				
2049	E	1580714				
2049	D	1582763				
2051	B	1584814				
2052	B	1586866				
2052	D	1588918				
2052	C	1590970				
2053	E	1593023				
2053	D	1595076				
2053	E	1597129				
2054	D	1599183				
2055	A	1601238				
2056	A	1603294				
2056	C	1605350				
2060	E	1607410				
2062	A	1609472				
2062	E	1611534				
2065	D	1613599				
2066	E	1615665				
2067	D	1617732				
2067	C	1619799				
2070	C	1621869				
2071	A	1623940				
2071	A	1626011				
2071	E	1628082				
2071	B	1630153				
2071	E	1632224				
2072	B	1634296				
2073	D	1636369				
2073	B	1638442				
2073	E	1640515				
2074	A	1642589				
2074	D	1644663				
2075	D	1646738				
2076	E	1648814				
2076	E	1650890				
2080	D	1652970				
2082	B	1655052				
2082	A	1657134				
2085	A	1659219				
2087	D	1661306				
2087	B	1663393				
2088	E	1665481				
2089	A	1667570				
2089	C	1669659				
2091	E	1671750				
2091	B	1673841				
2092	C	1675933				
2092	E	1678025				
2094	E	1680119				
2095	E	1682214				
2095	B	1684309				
2095	D	1686404				
2095	C	1688499				
2096	A	1690595				
2096	D	1692691				
2097	E	1694788				
2098	C	1696886				
2100	E	1698986				
2100	A	1701086				
2100	E	1703186				
2102	C	1705288				
2103	A	1707391				
2104	D	1709495				
2104	A	1711599				
2106	A	1713705				
2107	D	1715812				
2108	E	1717920				
2108	B	1720028				
2108	D	1722136				
2109	E	1724245				
2109	A	1726354				
2111	C	1728465				
2112	C	1730577				
2113	D	1732690				
2114	D	1734804				
2116	B	1736920				
2116	D	1739036				
2117	C	1741153				
2119	D	1743272				
2121	B	1745393				
2121	A	1747514				
2121	D	1749635				
2121	B	1751756				
2122	E	1753878				
2124	A	1756002				
2124	A	1758126				
2124	A	1760250				
2126	E	1762376				
2126	C	1764502				
2127	B	1766629				
2127	E	1768756				
2127	A	1770883				
2130	D	1773013				
2131	E	1775144				
2131	B	1777275				
2133	C	1779408				
2134	A	1781542				
2135	E	1783677				
2136	A	1785813				
2138	C	1787951				
2138	E	1790089				
2140	D	1792229				
2140	C	1794369				
2141	E	1796510				
2141	E	1798651				
2142	B	1800793				
2142	C	1802935				
2147	C	1805082				
2147	E	1807229				
2148	B	1809377				
2149	C	1811526				
2150	C	1813676				
2151	B	1815827				
2152	A	1817979				
2154	A	1820133				
2154	A	1822287				
2155	A	1824442				
2159	E	1826601				
2159	D	1828760				
2161	A	1830921				
2162	D	1833083				
2163	E	1835246				
2163	B	1837409				
2164	E	1839573				
2168	C	1841741				
2168	A	1843909				
2169	B	1846078				
2169	B	1848247				
2169	A	1850416				
2170	D	1852586				
2173	A	1854759				
2174	E	1856933				
2174	B	1859107				
2175	D	1861282				
2176	E	1863458				
2176	A	1865634				
2178	D	1867812				
2178	E	1869990				
2179	E	1872169				
2179	B	1874348				
2179	A	1876527				
2180	E	1878707				
2180	D	1880887				
2181	D	1883068				
2181	D	1885249				
2183	B	1887432				
2183	A	1889615				
2184	E	1891799				
2184	E	1893983				
2184	A	1896167				
2186	C	1898353				
2187	B	1900540				
2188	E	1902728				
2188	B	1904916				
2189	D	1907105				
2190	E	1909295				
2191	B	1911486				
2191	C	1913677				
2192	E	1915869				
2196	C	1918065				
2196	A	1920261				
2198	E	1922459				
2198	B	1924657				
2199	B	1926856				
2200	B	1929056				
2201	E	1931257				
2201	C	1933458				
2202	A	1935660				
2202	C	1937862				
2203	A	1940065				
2204	C	1942269				
2205	B	1944474				
2206	A	1946680				
2206	D	1948886				
2208	A	1951094				
2208	C	1953302				
2208	B	1955510				
2208	E	1957718				
2210	A	1959928				
2212	A	1962140				
2213	B	1964353				
2214	E	1966567				
2215	E	1968782				
2216	A	1970998				
2220	D	1973218				
2221	E	1975439				
2223	C	1977662				
2223	E	1979885				
2224	A	1982109				
2226	B	1984335				
2226	E	1986561				
2227	C	1988788				
2227	C	1991015				
2228	A	1993243				
2230	A	1995473				
2230	B	1997703				
2230	B	1999933				
2231	C	2002164				
2232	A	2004396				
2233	E	2006629				
2233	A	2008862				
2235	B	2011097				
2235	D	2013332				
2237	C	2015569				
2238	A	2017807				
2238	B	2020045				
2238	C	2022283				
2239	E	2024522				
2240	B	2026762				
2240	E	2029002				
2243	E	2031245				
2243	A	2033488				
2244	C	2035732				
2245	E	2037977				
2246	B	2040223				
2246	D	2042469				
2246	B	2044715				
2246	D	2046961				
2248	A	2049209				
2248	E	2051457				
2248	E	2053705				
2249	B	2055954				
2255	B	2058209				
2255	C	2060464				
2256	D	2062720				
2256	B	2064976				
2256	E	2067232				
2261	D	2069493				
2263	D	2071756				
2263	D	2074019				
2264	D	2076283				
2265	D	2078548				
2266	E	2080814				
2266	B	2083080				
2267	A	2085347				
2267	D	2087614				
2268	E	2089882				
2268	A	2092150				
2270	C	2094420				
2271	C	2096691				
2272	C	2098963				
2274	D	2101237				
2274	C	2103511				
2275	C	2105786				
2276	B	2108062				
2276	B	2110338				
2277	E	2112615				
2277	E	2114892				
2277	E	2117169				
2277	C	2119446				
2278	E	2121724				
2279	D	2124003				
2279	E	2126282				
2281	A	2128563				
2283	E	2130846				
2283	B	2133129				
2283	E	2135412				
2287	A	2137699				
2288	C	2139987				
2288	A	2142275				
2289	C	2144564				
2289	C	2146853				
2290	E	2149143				
2292	C	2151435				
2292	C	2153727				
2292	C	2156019				
2293	A	2158312				
2294	A	2160606				
2294	C	2162900				
2295	C	2165195				
2295	B	2167490				
2296	D	2169786				
2297	B	2172083				
2297	A	2174380				
2297	C	2176677				
2297	E	2178974				
2298	C	2181272				
2299	D	2183571				
2299	B	2185870				
2300	A	2188170				
2303	A	2190473				
2303	C	2192776				
2304	C	2195080				
2307	B	2197387				
2307	A	2199694				
2309	A	2202003				
2311	B	2204314				
2311	E	2206625				
2311	E	2208936				
2312	C	2211248				
2312	E	2213560				
2314	D	2215874				
2314	C	2218188				
2316	D	2220504				
2318	D	2222822				
2318	A	2225140				
2318	E	2227458				
2319	D	2229777				
2319	D	2232096				
2320	E	2234416				
2321	D	2236737				
2322	D	2239059				
2322	B	2241381				
2324	C	2243705				
2325	D	2246030				
2326	B	2248356				
2330	B	2250686				
2332	B	2253018				
2332	B	2255350				
2332	E	2257682				
2333	A	2260015				
2336	A	2262351				
2336	B	2264687				
2339	E	2267026				
2339	C	2269365				
2339	A	2271704				
2340	A	2274044				
2340	A	2276384				
2340	A	2278724				
2341	C	2281065				
2341	C	2283406				
2342	B	2285748				
2342	A	2288090				
2342	D	2290432				
2344	E	2292776				
2344	A	2295120				
2344	A	2297464				
2345	E	2299809				
2347	D	2302156				
2348	B	2304504				
2349	B	2306853				
2350	E	2309203				
2351	C	2311554				
2352	A	2313906				
2353	E	2316259				
2355	A	2318614				
2355	D	2320969				
2355	D	2323324				
2356	C	2325680				
2356	A	2328036				
2356	E	2330392				
2357	B	2332749				
2357	E	2335106				
2358	E	2337464				
2359	E	2339823				
2359	D	2342182				
2359	A	2344541				
2360	A	2346901				
2360	E	2349261				
2361	D	2351622				
2362	A	2353984				
2363	A	2356347				
2364	C	2358711				
2364	A	2361075				
2364	A	2363439				
2366	B	2365805				
2366	D	2368171				
2367	D	2370538				
2367	D	2372905				
2367	E	2375272				
2368	B	2377640				
2370	A	2380010				
2371	A	2382381				
2372	C	2384753				
2372	B	2387125				
2373	E	2389498				
2374	A	2391872				
2380	C	2394252				
2381	A	2396633				
2381	C	2399014				
2382	A	2401396				
2383	D	2403779				
2384	D	2406163				
2386	C	2408549				
2390	E	2410939				
2391	B	2413330				
2391	E	2415721				
2391	B	2418112				
2392	E	2420504				
2392	B	2422896				
2393	A	2425289				
2393	E	2427682				
2394	D	2430076				
2395	B	2432471				
2395	E	2434866				
2398	E	2437264				
2400	E	2439664				
2401	E	2442065				
2403	A	2444468				
2405	C	2446873				
2405	A	2449278				
2409	D	2451687				
2412	B	2454099				
2413	B	2456512				
2413	E	2458925				
2414	A	2461339				
2415	D	2463754				
