586	157605															
587	158192															
588	158780															
588	159368															
589	159957															
590	160547															
593	161140															
594	161734															
597	162331															
598	162929															
599	163528															
602	164130															
603	164733															
605	165338															
607	165945															
610	166555															
611	167166															
612	167778															
612	168390															
619	169009															
620	169629															
620	170249															
621	170870															
622	171492															
623	172115															
624	172739															
624	173363															
626	173989															
626	174615															
627	175242															
629	175871															
629	176500															
629	177129															
630	177759															
630	178389															
633	179022															
637	179659															
638	180297															
638	180935															
640	181575															
642	182217															
642	182859															
643	183502															
645	184147															
645	184792															
645	185437															
648	186085															
649	186734															
663	187397															
673	188070															
681	188751															
698	189449															
698	190147															
700	190847															
707	191554															
728	192282															
742	193024															
744	193768															
758	194526															
759	195285															
768	196053															
772	196825															
798	197623															
810	198433															
812	199245															
812	200057															
820	200877															
827	201704															
831	202535															
850	203385															
850	204235															
857	205092															
869	205961															
871	206832															
879	207711															
910	208621															
910	209531															
928	210459															
931	211390															
940	212330															
947	213277															
949	214226															
959	215185															
965	216150															
975	217125															
980	218105															
988	219093															
992	220085															
999	221084															
1056	222140															
1061	223201															
1061	224262															
1072	225334															
1100	226434															
1126	227560															
1160	228720															
1171	229891															
1172	231063															
1174	232237															
1174	233411															
1192	234603															
1221	235824															
1221	237045															
1239	238284															
1242	239526															
1243	240769															
1252	242021															
1265	243286															
1291	244577															
1311	245888															
1312	247200															
1329	248529															
1333	249862															
1334	251196															
1343	252539															
1353	253892															
1395	255287															
1420	256707															
1434	258141															
1447	259588															
1451	261039															
1453	262492															
1462	263954															
1467	265421															
1474	266895															
1499	268394															
1501	269895															
1501	271396															
1512	272908															
1516	274424															
1524	275948															
1590	277538															
1604	279142															
1623	280765															
1634	282399															
1653	284052															
1675	285727															
1678	287405															
1691	289096															
1724	290820															
1727	292547															
1738	294285															
1743	296028															
1764	297792															
1767	299559															
1769	301328															
1801	303129															
1834	304963															
1847	306810															
1866	308676															
1871	310547															
1902	312449															
1905	314354															
1910	316264															
1910	318174															
1959	320133															
1968	322101															
1981	324082															
1984	326066															
1988	328054															
1993	330047															
