9454322		7441839	379			
9453798		7441460	1478			
9452918		7439982	99			
9452851		7439883	663			
9452619		7439220	1129			
9452255		7438091	283			
9451594		7437808	528			
9451197		7437280	245			
9450646		7437035	1265			
9447522		7435770	1271			
9446605		7434499	21			
9441810		7434478	3702			
9441691		7430776	1744			
9440125		7429032	1536			
9439285		7427496	1031			
9438506		7426465	274			
9438391		7426191	628			
9438077		7425563	276			
9436841		7425287	92			
9434518		7425195	73			
9434430		7425122	130			
9434189		7424992	67			
9434052		7424925	1185			
9433700		7423740	156			
9432862		7423584	263			
9432459		7423321	170			
9432318		7423151	835			
9431773		7422316	1131			
9431197		7421185	1356			
9430437		7419829	767			
9430334		7419062	2698			
9430201		7416364	268			
9430145		7416096	506			
9429877		7415590	578			
9428752		7415012	741			
9428272		7414271	697			
9428101		7413574	671			
9427903		7412903	960			
9426012		7411943	194			
9424872		7411749	4585			
9422181		7407164	720			
9420384		7406444	695			
9420044		7405749	481			
9419996		7405268	500			
9418894		7404768	759			
9418487		7404009	182			
9415562		7403827	133			
9415494		7403694	2972			
9415487		7400722	251			
9415352		7400471	1916			
9414015		7398555	306			
9411861		7398249	1442			
9410724		7396807	3775			
9409705		7393032	1164			
9409515		7391868	2083			
9408806		7389785	721			
9408361		7389064	730			
9405119		7388334	83			
9404389		7388251	1748			
9403405		7386503	4151			
9402727		7382352	1639			
9401870		7380713	881			
9400394		7379832	1241			
9399531		7378591	60			
9399254		7378531	153			
9397639		7378378	858			
9397362		7377520	1050			
9397028		7376470	695			
9396823		7375775	814			
9396496		7374961	1266			
9396078		7373695	6194			
9396013		7367501	2023			
9394954		7365478	100			
9393857		7365378	2157			
9392485		7363221	1021			
9391118		7362200	246			
9388820		7361954	1381			
9388326		7360573	3122			
9385763		7357451	2580			
9384470		7354871	1295			
9381863		7353576	272			
9378527		7353304	760			
9376782		7352544	704			
9375705		7351840	163			
9375589		7351677	538			
9374931		7351139	145			
9374733		7350994	895			
9374179		7350099	667			
9373986		7349432	1123			
9373199		7348309	580			
9370408		7347729	1691			
9369161		7346038	8			
9367835		7346030	511			
9367393		7345519	1237			
9367214		7344282	517			
9366698		7343765	735			
9365873		7343030	1663			
9365364		7341367	2303			
9364543		7339064	902			
9363455		7338162	2			
9363346		7338160	161			
9362792		7337999	1966			
9362483		7336033	535			
9359996		7335498	259			
9359889		7335239	501			
9359076		7334738	226			
9358628		7334512	964			
9357299		7333548	359			
9357114		7333189	150			
9356727		7333039	2198			
9353079		7330841	771			
9352831		7330070	660			
9352644		7329410	2474			
9351354		7326936	399			
9351081		7326537	2294			
9349764		7324243	348			
9349475		7323895	496			
9347606		7323399	115			
9347546		7323284	4811			
9347285		7318473	457			
9346311		7318016	977			
9346261		7317039	235			
9346187		7316804	60			
9344628		7316744	302			
9344277		7316442	2671			
9343766		7313771	58			
9343411		7313713	1107			
9337828		7312606	2065			
9336452		7310541	369			
9335982		7310172	282			
9333856		7309890	1143			
9333550		7308747	280			
9332872		7308467	1376			
9332226		7307091	492			
9332167		7306599	766			
9331464		7305833	2207			
9329952		7303626	1091			
9329267		7302535	182			
9328967		7302353	1049			
9328817		7301304	278			
9328028		7301026	196			
9327880		7300830	1860			
9327784		7298970	1040			
9326479		7297930	2409			
9324922		7295521	281			
9320825		7295240	205			
9319727		7295035	1225			
9318099		7293810	252			
9314866		7293558	2449			
9314665		7291109	600			
9314532		7290509	403			
9314374		7290106	163			
9311766		7289943	182			
9309605		7289761	485			
9308945		7289276	248			
9308732		7289028	2487			
9308195		7286541	319			
9306784		7286222	490			
9306601		7285732	585			
9306561		7285147	3750			
9305984		7281397	4107			
9305468		7277290	201			
9304975		7277089	41			
9301426		7277048	554			
9298101		7276494	105			
9297419		7276389	4500			
9296787		7271889	16			
9296442		7271873	86			
9295686		7271787	751			
9295306		7271036	376			
9294744		7270660	680			
9294393		7269980	550			
9292971		7269430	1153			
9292688		7268277	72			
9291068		7268205	402			
9289794		7267803	434			
9289097		7267369	240			
9288913		7267129	855			
9285828		7266274	286			
9285611		7265988	680			
9285011		7265308	1528			
9281758		7263780	143			
9280205		7263637	443			
9279250		7263194	61			
9278870		7263133	255			
9278672		7262878	1125			
9276170		7261753	43			
9275750		7261710	976			
9274445		7260734	263			
9273466		7260471	274			
9272082		7260197	102			
9271587		7260095	271			
9271133		7259824	2601			
9270544		7257223	352			
9270320		7256871	1566			
9269824		7255305	609			
9266726		7254696	177			
9266201		7254519	359			
9265202		7254160	419			
9263949		7253741	31			
9262568		7253710	1077			
9259450		7252633	172			
9253127		7252461	165			
9250132		7252296	9			
9249749		7252287	2422			
9249588		7249865	2278			
9247126		7247587	8			
9246300		7247579	547			
9246192		7247032	401			
9245486		7246631	852			
9245239		7245779	31			
9243603		7245748	514			
9243318		7245234	984			
9242929		7244250	1697			
9240770		7242553	231			
9239371		7242322	5436			
9238471		7236886	1663			
9237620		7235223	1249			
9237381		7233974	628			
9236846		7233346	772			
9236286		7232574	727			
9234088		7231847	303			
9233300		7231544	1715			
9232841		7229829	820			
9229668		7229009	4462			
9228167		7224547	560			
9227886		7223987	55			
9223966		7223932	1202			
9220263		7222730	169			
9219712		7222561	635			
9218520		7221926	1177			
9218292		7220749	1809			
9218204		7218940	1879			
9215060		7217061	1415			
9214918		7215646	733			
9214888		7214913	548			
9214704		7214365	18			
9214267		7214347	1704			
9213240		7212643	771			
9211971		7211872	2621			
9207585		7209251	2713			
9207147		7206538	1261			
9206848		7205277	868			
9205100		7204409	159			
9204382		7204250	343			
9203901		7203907	1414			
9203170		7202493	396			
9202724		7202097	484			
9202389		7201613	1439			
9202090		7200174	120			
9201943		7200054	64			
9199937		7199990	1479			
9198708		7198511	509			
9197083		7198002	651			
9196457		7197351	253			
9194086		7197098	50			
9193618		7197048	197			
9193223		7196851	345			
9192311		7196506	96			
9191641		7196410	175			
9189307		7196235	20			
9188755		7196215	1026			
9188403		7195189	379			
9188218		7194810	479			
9187401		7194331	3977			
9186906		7190354	1670			
9185905		7188684	484			
9185644		7188200	519			
9185277		7187681	24			
9185054		7187657	1143			
9185017		7186514	5906			
9184664		7180608	32			
9184320		7180576	331			
9184195		7180245	691			
9184072		7179554	1093			
9183413		7178461	465			
9182914		7177996	100			
9181498		7177896	366			
9179710		7177530	82			
9179518		7177448	3578			
9176798		7173870	957			
9176124		7172913	742			
9175604		7172171	70			
9174393		7172101	520			
9170395		7171581	303			
9170070		7171278	367			
9170062		7170911	2737			
9169004		7168174	718			
9168947		7167456	2114			
9164245		7165342	1046			
9162317		7164296	566			
9160818		7163730	3179			
9159288		7160551	2283			
9157748		7158268	682			
9157162		7157586	25			
9155375		7157561	707			
9154037		7156854	69			
9153996		7156785	321			
9153946		7156464	592			
9153670		7155872	4			
9153161		7155868	467			
9151610		7155401	862			
9151386		7154539	510			
9151225		7154029	194			
9150402		7153835	187			
9149392		7153648	81			
9149092		7153567	2741			
9147584		7150826	124			
9147297		7150702	1396			
9146726		7149306	2567			
9144192		7146739	1336			
9143734		7145403	535			
9143450		7144868	1305			
9143277		7143563	8304			
9142807		7135259	518			
9140941		7134741	5484			
9139791		7129257	515			
9139696		7128742	745			
9136557		7127997	98			
9134655		7127899	658			
9131745		7127241	130			
9130374		7127111	23			
9128881		7127088	4801			
9127573		7122287	391			
9125236		7121896	1323			
9125164		7120573	203			
9125053		7120370	499			
9125023		7119871	48			
9124554		7119823	712			
9124118		7119111	534			
9123066		7118577	566			
9122650		7118011	1058			
9120027		7116953	215			
9119325		7116738	440			
9118158		7116298	2064			
9116525		7114234	1788			
9113482		7112446	1419			
9112487		7111027	2244			
9111999		7108783	277			
9109446		7108506	840			
9108487		7107666	19			
9108470		7107647	856			
9105523		7106791	1021			
9104990		7105770	1941			
9104280		7103829	1142			
9103966		7102687	584			
9103433		7102103	450			
9101286		7101653	1			
9100816		7101652	2252			
9099440		7099400	76			
9099127		7099324	507			
9097783		7098817	1234			
9097213		7097583	126			
9097124		7097457	417			
9095891		7097040	452			
9095332		7096588	700			
9095312		7095888	318			
9095183		7095570	112			
9094334		7095458	3509			
9094212		7091949	1775			
9093847		7090174	699			
9092707		7089475	654			
9092466		7088821	797			
9091883		7088024	367			
9090302		7087657	59			
9088444		7087598	3080			
9087161		7084518	866			
9087102		7083652	993			
9086882		7082659	228			
9086623		7082431	936			
9086414		7081495	188			
9085811		7081307	373			
9084634		7080934	595			
9084152		7080339	1350			
9083851		7078989	1372			
9083437		7077617	1579			
9082367		7076038	5794			
9081918		7070244	375			
9081673		7069869	303			
9081457		7069566	571			
9080930		7068995	742			
9079697		7068253	2066			
9076995		7066187	1255			
9076121		7064932	373			
9075551		7064559	2676			
9075311		7061883	466			
9075162		7061417	776			
9073149		7060641	1849			
9070083		7058792	38			
9068909		7058754	328			
9068500		7058426	1625			
9067898		7056801	368			
9067854		7056433	652			
9066455		7055781	641			
9066427		7055140	511			
9066319		7054629	343			
9066115		7054286	32			
9064566		7054254	3213			
9063812		7051041	759			
9063184		7050282	200			
9063004		7050082	492			
9062791		7049590	250			
9061611		7049340	1055			
9060958		7048285	729			
9060654		7047556	738			
9059620		7046818	1827			
9057226		7044991	210			
9056942		7044781	2680			
9056067		7042101	32			
9054221		7042069	68			
9053055		7042001	159			
9052950		7041842	354			
9052446		7041488	540			
9051835		7040948	376			
9047696		7040572	262			
9047192		7040310	335			
9046656		7039975	1452			
9045376		7038523	2444			
9044729		7036079	2060			
9044233		7034019	1806			
9042081		7032213	144			
9041801		7032069	531			
9040744		7031538	1060			
9039648		7030478	467			
9039473		7030011	1046			
9038467		7028965	1017			
9036023		7027948	128			
9035243		7027820	2779			
9031401		7025041	314			
9031026		7024727	209			
9029225		7024518	1268			
9028746		7023250	708			
9027081		7022542	709			
9023706		7021833	2641			
9019369		7019192	173			
9019074		7019019	2357			
9018686		7016662	277			
9016257		7016385	2353			
9014609		7014032	1486			
9012443		7012546	4			
9012059		7012542	1197			
9011720		7011345	211			
9010431		7011134	332			
9009128		7010802	495			
9008256		7010307	2133			
9007746		7008174	26			
9007054		7008148	1336			
9006032		7006812	1236			
9005551		7005576	3198			
9004032		7002378	1861			
9003757		7000517	316			
9003478		7000201	1122			
9003363		6999079	1674			
9003230		6997405	542			
9001861		6996863	1668			
9001306		6995195	2291			
9001162		6992904	2656			
9001045		6990248	481			
8998433		6989767	1627			
8995865		6988140	659			
8993420		6987481	235			
8993067		6987246	664			
8992925		6986582	231			
8992536		6986351	49			
8991718		6986302	1595			
8991622		6984707	1077			
8990381		6983630	1762			
8989727		6981868	195			
8989429		6981673	85			
8989104		6981588	1138			
8988651		6980450	157			
8985122		6980293	816			
8982155		6979477	199			
8981522		6979278	4604			
8981115		6974674	95			
8981105		6974579	229			
8978664		6974350	1816			
8978505		6972534	596			
8976406		6971938	2239			
8976264		6969699	2135			
8975613		6967564	1088			
8975593		6966476	1293			
8974148		6965183	550			
8973491		6964633	55			
8972210		6964578	671			
8972050		6963907	2700			
8971715		6961207	1209			
8968709		6959998	698			
8966933		6959300	625			
8965663		6958675	2875			
8960178		6955800	652			
8959528		6955148	516			
8959448		6954632	503			
8958889		6954129	882			
8958487		6953247	219			
8956862		6953028	1897			
8956467		6951131	501			
8955599		6950630	569			
8954104		6950061	2077			
8949212		6947984	563			
8948443		6947421	2009			
8946659		6945412	982			
8945397		6944430	2080			
8942824		6942350	866			
8941077		6941484	2920			
8940996		6938564	756			
8940686		6937808	5219			
8939787		6932589	28			
8939460		6932561	1918			
8939373		6930643	1188			
8939071		6929455	2123			
8938860		6927332	1212			
8938181		6926120	2102			
8938160		6924018	1635			
8937677		6922383	3415			
8936251		6918968	930			
8935327		6918038	1337			
8933140		6916701	856			
8931715		6915845	6			
8930182		6915839	573			
8929914		6915266	160			
8929060		6915106	1279			
8928241		6913827	2875			
8928177		6910952	108			
8926640		6910844	1395			
8925836		6909449	3768			
8922913		6905681	1805			
8922470		6903876	172			
8916135		6903704	808			
8913961		6902896	339			
8913882		6902557	204			
8908601		6902353	667			
8906974		6901686	1052			
8905067		6900634	2250			
8903992		6898384	564			
8903675		6897820	955			
8902329		6896865	2836			
8900492		6894029	448			
8900370		6893581	1795			
8899052		6891786	225			
8898544		6891561	2481			
8898055		6889080	562			
8897291		6888518	772			
8896359		6887746	192			
8896229		6887554	1370			
8896084		6886184	440			
8895461		6885744	270			
8895319		6885474	161			
8893419		6885313	246			
8893065		6885067	407			
8890576		6884660	1814			
8890425		6882846	1696			
8889016		6881150	2361			
8887575		6878789	2712			
8885954		6876077	813			
8884278		6875264	1664			
8883489		6873600	796			
8882412		6872804	1184			
8881828		6871620	230			
8880071		6871390	1233			
8878547		6870157	1044			
8876652		6869113	300			
8875851		6868813	980			
8874981		6867833	395			
8872936		6867438	5882			
8872684		6861556	576			
8871386		6860980	410			
8871149		6860570	485			
8870945		6860085	2777			
8870135		6857308	701			
8869768		6856607	1273			
8867555		6855334	936			
8867464		6854398	182			
8866010		6854216	837			
8865326		6853379	1525			
8865303		6851854	270			
8863761		6851584	643			
8863217		6850941	1863			
8863098		6849078	2138			
8860807		6846940	3378			
8860234		6843562	68			
8857627		6843494	309			
8855395		6843185	1469			
8855183		6841716	1272			
8852084		6840444	415			
8851716		6840029	1981			
8850910		6838048	19			
8850897		6838029	694			
8849911		6837335	950			
8849770		6836385	609			
8849316		6835776	81			
8848504		6835695	1278			
8847613		6834417	687			
8844642		6833730	392			
8844481		6833338	488			
8844328		6832850	1508			
8843519		6831342	3415			
8843044		6827927	2617			
8841856		6825310	711			
8840515		6824599	298			
8840275		6824301	1410			
8839995		6822891	6			
8837636		6822885	546			
8837038		6822339	521			
8834124		6821818	577			
8833657		6821241	3078			
8833633		6818163	173			
8832707		6817990	1056			
8831981		6816934	797			
8831637		6816137	1348			
8831346		6814789	2358			
8830766		6812431	36			
8828952		6812395	983			
8828686		6811412	18			
8828349		6811394	475			
8826792		6810919	30			
8825817		6810889	166			
8824801		6810723	787			
8824463		6809936	310			
8822930		6809626	862			
8821692		6808764	620			
8821442		6808144	405			
8818315		6807739	883			
8817854		6806856	1176			
8817694		6805680	425			
8815429		6805255	1929			
8815201		6803326	1294			
8814248		6802032	237			
8812396		6801795	1415			
8810747		6800380	754			
8810443		6799626	326			
8809210		6799300	1032			
8808709		6798268	42			
8807963		6798226	2014			
8807318		6796212	1451			
8804454		6794761	229			
8802721		6794532	602			
8802186		6793930	442			
8801115		6793488	273			
8797595		6793215	2474			
8795649		6790741	599			
8795581		6790142	1431			
8795190		6788711	800			
8795047		6787911	1053			
8793720		6786858	292			
8793612		6786566	953			
8791513		6785613	155			
8789114		6785458	395			
8788055		6785063	1097			
8787982		6783966	545			
8784427		6783421	2667			
8783535		6780754	1534			
8783501		6779220	738			
8781593		6778482	727			
8781125		6777755	1420			
8780833		6776335	2165			
8780765		6774170	601			
8778599		6773569	1475			
8778406		6772094	496			
